character;rank;LWO;rank_median;definition;pinyin;decomposition;radical;type;phonetic;semantic;freq1;freq2
騰;9654;;9654;to fly, to soar/ to gallop, to prance/ rising, steaming;téng;⿸朕馬;馬;ideographic;;;1;99,999855817
驕;9659;;9659;haughty, spirited/ a wild stallion;jiāo;⿰馬喬;馬;ideographic;;;1;99,999858401
驥;9661;;9661;a thoroughbred horse/ refined, virtuous;jì;⿰馬冀;馬;pictophonetic;冀;馬;1;99,999859434
鬄;9664;;9664;wig;dí;⿱髟易;髟;ideographic;;;1;99,999860985
鬢;9666;;9666;hair on temples;bìn;⿱髟賓;髟;pictophonetic;賓;髟;1;99,999862018
鬧;9667;;9667;busy, lively/ to dispute, to quarrel;nào;⿵鬥市;鬥;ideographic;;;1;99,999862535
鯊;9672;;9672;shark;shā;⿱沙魚;魚;pictophonetic;沙;魚;1;99,999865119
鯖;9675;;9675;mackerel;qīng;⿰魚青;魚;pictophonetic;青;魚;1;99,999866669
鯗;9676;;9676;dried fish;xiǎng;⿱羊魚;魚;pictophonetic;羊;魚;1;99,999867186
鰻;9681;;9681;eel;mán;⿰魚曼;魚;pictophonetic;曼;魚;1;99,99986977
鱺;9683;;9683;eel;lí;⿰魚麗;魚;pictophonetic;麗;魚;1;99,999870804
鳩;9684;;9684;pigeon/ to collect, to assemble;jiū;⿰九鳥;鳥;pictophonetic;九;鳥;1;99,999871321
鳶;9686;;9686;kite/ Milvus species (various);yuān;⿱弋鳥;鳥;pictophonetic;弋;鳥;1;99,999872354
鴴;9689;;9689;plover, wading bird;héng;⿰行鳥;鳥;ideographic;;;1;99,999873904
鵝;9694;;9694;goose;é;⿰我鳥;鳥;pictophonetic;我;鳥;1;99,999876488
鶓;9697;;9697;emu;miáo;⿰苗鳥;鳥;pictophonetic;苗;鳥;1;99,999878039
鶩;9698;;9698;duck;wù;⿱敄鳥;鳥;pictophonetic;敄;鳥;1;99,999878556
鶴;9699;;9699;crane/ Grus species (various);hè;⿰隺鳥;鳥;pictophonetic;隺;鳥;1;99,999879072
麩;9703;;9703;bran;fū;⿰麥夫;麥;pictophonetic;夫;麥;1;99,999881139
麵;9704;;9704;face/ surface, side/ plane, dimension;miàn;⿰麥面;麥;pictophonetic;麥;面;1;99,999881656
齲;9708;;9708;tooth decay;qǔ;⿰齒禹;齒;pictophonetic;禹;齒;1;99,999883723
籙;9718;;9718;book, record/ book of prophecy;lù;⿱⺮録;⺮;ideographic;;;1;99,999888891
粵;9719;;9719;Cantonese/ Guandong province;yuè;⿱⿴囗釆丂;米;;;;1;99,999889408
緋;9720;;9720;crimson, scarlet/ purple;fēi;⿰糹非;糹;pictophonetic;非;糹;1;99,999889925
諠;9726;;9726;noisy, uproarious/ to forget;xuān;⿰言宣;言;pictophonetic;宣;言;1;99,999893026
輂;9727;;9727;horse-drawn carriage;jú;⿱共車;車;pictophonetic;共;車;1;99,999893542
鈆;9730;;9730;lead (element);qiān;⿰釒公;釒;pictophonetic;公;釒;1;99,999895093
銅;9732;;9732;copper, bronze;tóng;⿰釒同;釒;pictophonetic;同;釒;1;99,999896126
鍥;9733;;9733;sickle/ to cut, to carve, to engrave;qiè;⿰釒契;釒;ideographic;;;1;99,999896643
绗;9735;;9735;to quilt;háng;⿰纟行;纟;pictophonetic;行;纟;1;99,999897676
荮;9746;;9746;grass;zhòu;⿱艹纣;艹;pictophonetic;纣;艹;1;99,999903361
纍;9752;;9752;tired/ to accumulate/ to involve/ bother, nuisance;lèi;⿱畾糸;糸;ideographic;;;1;99,999906462
豊;9757;;9757;abundant, lush, bountiful, plenty;lǐ;⿱曲豆;豆;ideographic;;;1;99,999909046
賁;9758;;9758;to forge ahead/ energetic/ surname;bì;⿱卉貝;貝;pictophonetic;貝;卉;1;99,999909563
邏;9761;;9761;to patrol, to inspect/ patrol, watch/ logic;luó;⿺辶羅;辶;pictophonetic;羅;辶;1;99,999911113
鯽;9763;;9763;crucian carp/ Carassius auratus;jì;⿰魚即;魚;pictophonetic;即;魚;1;99,999912146
磯;9769;;9769;jetty, reef/ breakwater, eddy;jī;⿰石？;石;pictophonetic;幾;石;1;99,999915247
舋;9772;;9772;split, quarrel, dispute/ blood sacrifice;xìn;⿱興且;臼;ideographic;;;1;99,999916798
註;9778;;9778;to concentrate, to focus;zhù;⿰言主;言;pictophonetic;主;言;1;99,999919898
岍;9783;;9783;the name of a mountain;qiān;⿰山开;山;pictophonetic;开;山;1;99,999922482
鋪;9785;;9785;shop, store/ bed, mattress;pù;⿰釒甫;釒;pictophonetic;甫;釒;1;99,999923516
餼;9788;;9788;sacrficial victim/ gift/ grain;xì;⿰飠氣;飠;pictophonetic;氣;飠;1;99,999925066
禰;9797;;9797;one's deceased father;mí;⿰礻爾;礻;pictophonetic;爾;礻;1;99,999929717
竈;9799;;9799;furnace/ kitchen stove;zào;⿱穴⿱土黽;穴;pictophonetic;;穴;1;99,999930751
聶;9800;;9800;to whisper/ surname;niè;⿱耳⿰耳耳;耳;ideographic;;;1;99,999931268
蕒;9801;;9801;endive/ sow-thistle;mǎi;⿱艹買;艹;pictophonetic;買;艹;1;99,999931784
鑰;9805;;9805;lock, key;yào;⿰釒龠;釒;pictophonetic;龠;釒;1;99,999933852
饌;9807;;9807;to feed, support, provide for/ food;zhuàn;⿰飠巽;飠;pictophonetic;巽;飠;1;99,999934885
驛;9808;;9808;relay station;yì;⿰馬睪;馬;pictophonetic;睪;馬;1;99,999935402
絓;9814;;9814;to hinder, to obstruct;guà;⿰糹圭;糹;pictophonetic;圭;糹;1;99,999938503
狨;9822;;9822;the common marmoset;róng;⿰犭戎;犭;pictophonetic;戎;犭;1;99,999942637
霝;9827;;9827;raindrops;líng;⿱雨⿲口口口;雨;ideographic;;;1;99,999945221
肰;9835;182;5008;dog meat;rán;⿰⺼犬;⺼;ideographic;;;1;99,999949355
艸;9836;;9836;grass;cǎo;⿰屮屮;艸;pictographic;;;1;99,999949872
蟢;9843;;9843;spider/ caulking;xǐ;⿰虫喜;虫;pictophonetic;喜;虫;1;99,999953489
礤;9847;;9847;shredder, grater/ grindstone;cǎ;⿰石蔡;石;pictophonetic;蔡;石;1;99,999955556
鮭;9848;;9848;salmon/ Spheroides vermicularis;guī;⿰魚圭;魚;pictophonetic;圭;魚;1;99,999956073
鴞;9850;;9850;owl;xiāo;⿰号鳥;鳥;pictophonetic;号;鳥;1;99,999957107
鵪;9852;;9852;quail/ Coturnix coturnix;ān;⿰奄鳥;鳥;pictophonetic;奄;鳥;1;99,99995814
鷦;9853;;9853;wren;jiāo;⿰焦鳥;鳥;pictophonetic;焦;鳥;1;99,999958657
鷺;9854;;9854;heron, egret/ Ardea species (various);lù;⿱路鳥;鳥;pictophonetic;路;鳥;1;99,999959174
齜;9855;;9855;to bare one's teeth/ crooked teeth;zī;⿰齒此;齒;pictophonetic;此;齒;1;99,999959691
瞞;9858;;9858;to deceive, to lie/ to regard with suspicion;mán;⿰目㒼;目;pictophonetic;㒼;目;1;99,999961241
謄;9877;3927;6902;to copy, to transcribe;téng;⿰月誊;言;ideographic;;;1;99,99997106
颻;9884;;9884;floating in the air/ drifting on the wind;yáo;⿰䍃風;風;pictophonetic;䍃;風;1;99,999974678
鬳;9889;;9889;;yàn;⿸虍鬲;鬲;;;;1;99,999977262
箋;9895;;9895;note, memo, letter/ stationery/ comments;jiān;⿱⺮戔;⺮;pictophonetic;戔;⺮;1;99,999980362
縛;9898;;9898;to tie, to bind;fù;⿰糹尃;糹;pictophonetic;尃;糹;1;99,999981913
縧;9899;;9899;cord, ribbon, sash;tāo;⿰糹條;糹;pictophonetic;條;糹;1;99,999982429
銲;9910;;9910;to solder, to weld/ greaves;hàn;⿰釒旱;釒;pictophonetic;旱;釒;1;99,999988114
骣;9914;;9914;wild horse, mustang/ wild, free;chǎn;⿰马孱;马;pictophonetic;孱;马;1;99,999990181
鑪;9915;;9915;fireplace, stove/ oven/ furnace;lú;⿰釒盧;釒;pictophonetic;盧;釒;1;99,999990698
頦;9917;;9917;chin;kē;⿰亥頁;頁;pictophonetic;亥;頁;1;99,999991731
鮪;9926;;9926;little tuna/ Euthynnus alletteratus;wěi;⿰魚有;魚;pictophonetic;有;魚;1;99,999996383
鯨;9927;;9927;whale;jīng;⿰魚京;魚;pictophonetic;京;魚;1;99,999996899
鱀;9929;;9929;Chinese river dolphin;jì;⿱既魚;魚;pictophonetic;既;魚;1;99,999997933
鱄;9930;;9930;anchovy;zhuān;⿰魚專;魚;pictophonetic;專;魚;1;99,99999845
鴒;9933;;9933;lark, wagtail/ Motacilla species (various);líng;⿰令鳥;鳥;pictophonetic;令;鳥;1;100
丶;;5;5;dot;diǎn;？;丶;;;;;
勹;;6;6;wrap;bāo;⿰丿？;勹;;;;;
亻;;13;13;man, person/ people;rén;？;亻;ideographic;;;;
辶;;23;23;to walk/ walking;chuò;？;辶;pictographic;;;;
阝;;38;38;place, town, city;yì;⿻丨？;阝;;;;;
覀;;40;40;west, western, westward;xī;？;覀;ideographic;;;;
亠;;48;48;lid, cover/ head;tóu;⿱丶一;亠;;;;;
氵;;54;54;water;shuǐ;⿱？？;氵;;;;;
刂;;59;59;knife;dāo;⿰丨亅;刂;;;;;
讠;;66;66;words, speech/ to speak, to say;yán;⿻？？;讠;;;;;
彳;;80;80;to step with the left foot;chì;⿱？丨;彳;;;;;
㝵;;87;87;to obtain, to get, to acquire/ ancient form of 得;dé;⿱旦寸;寸;ideographic;;;;
耂;;97;97;old, aged/ experienced;lǎo;⿻土丿;耂;ideographic;;;;
凵;;120;120;container/ receptacle;qiǎn;？;凵;pictographic;;;;
屮;;121;121;sprout;chè;⿻凵丨;屮;pictographic;;;;
灬;;126;126;fire;huǒ;？;灬;;;;;
扌;;134;134;hand;shǒu;⿻二亅;扌;pictographic;;;;
亼;;137;137;to assemble, to gather together;jí;⿱人一;人;;;;;
纟;;139;139;silk/ thread;sī;⿱？一;纟;pictographic;;;;
厶;;144;144;private, secret;sī;？;厶;pictographic;;;;
宀;;157;157;roof/ house;gài/mián;⿱丶冖;宀;;;;;
戶;;173;173;door/ family;hù;⿻？尸;户;pictographic;;;;
囗;;178;178;enclosure/ border;wéi;⿱冂一;囗;;;;;
⺌;;195;195;;;？;⺌;;;;;
彐;;196;196;snout;jì;⿹？二;彐;;;;;
忄;;213;213;heart/ mind/ soul;xīn;⿻八丨;忄;;;;;
夬;;214;214;decisive, certain/ parted/ fork;guài;⿻大？;大;;;;;
衤;;227;227;cloth;yī;？;衤;;;;;
龶;;231;231;;;？;龶;;;;;
矦;;258;258;target in archery;hóu;⿸厃矢;矢;pictographic;;;;
冫;;261;261;ice;bīng;⿱丶？;冫;;;;;
壴;;270;270;drum;zhù;⿱土口;士;pictographic;;;;
冂;;308;308;wide;jiōng;⿰丨？;冂;;;;;
丩;;322;322;to connect, to join/ vine;jiū;⿰？丨;丨;;;;;
冖;;330;330;cover;mì;？;冖;pictographic;;;;
⺍;;331;331;;;？;⺍;;;;;
禸;;360;360;rump;róu;⿻冂厶;禸;;;;;
咅;;372;372;to spit out;pǒu;⿱立口;口;;;;;
爫;;393;393;claws, nails, talons;zhǎo;？;爫;pictographic;;;;
糸;;424;424;silk/ thread;mì;⿱幺小;糸;pictographic;;;;
丿;;425;425;slash;piě;？;丿;;;;;
㠯;;427;427;according to, for, with/ to use;yǐ;⿻己？;己;;;;;
夂;;431;431;to go;zhǐ;⿻丿又;夂;;;;;
無;;486;486;no, not/ lacking, -less;wú;⿱？灬;灬;;;;;
礻;;499;499;spirit;shì;⿱？卜;礻;;;;;
⺈;;512;512;;;？;⺈;;;;;
丂;;514;514;obstruction of breath (qi)/ variant of 考;kǎo;⿱一？;一;;;;;
帀;;519;519;to rotate, to revolve, to make a circuit;zā;⿱一巾;巾;;;;;
疋;;556;556;roll, bolt of cloth/ foot;pǐ;？;疋;pictographic;;;;
罒;;569;569;net, network;wǎng;⿻口？;罒;;;;;
乛;;581;581;kwukyel;ya;？;乛;;;;;
疒;;584;584;sickness, disease;nè;⿻广冫;疒;;;;;
㔾;;590;590;seal/ kneeling person;xiān;？;㔾;pictographic;;;;
犭;;591;591;dog;quǎn;⿻？？;犭;pictographic;;;;
丬;;594;594;half of tree trunk;qiáng;⿰冫丨;丬;;;;;
艹;;602;602;grass, weed, plant, herb;cǎo;？;艹;pictographic;;;;
卩;;604;604;seal/ kneeling person;jié;⿰丨？;卩;pictographic;;;;
乂;;621;621;to govern/ to control/ to nurture;yì;⿻丿？;丿;ideographic;;;;
⺀;;666;666;ice;;？;⺀;;;;;
廾;;671;671;two hands;gǒng;？;廾;ideographic;;;;
乚;;681;681;secret, hidden, mysterious/ small, minute/ to conceal;gōu;？;乚;;;;;
叚;;744;744;false;jiǎ;⿰？⿱？又;又;;;;;
斿;;759;759;to swim/ to move freely;yóu;⿰方⿱？子;方;;;;;
戉;;772;772;halberd, battle-axe;yuè;⿰？戈;戈;pictographic;;;;
㐬;;784;784;pennant/ wild, barren, uncultivated;liú;⿳亠厶川;川;;;;;
氺;;798;798;;shui;⿻亅？;氺;ideographic;;;;
玨;;838;838;guitar strings/ variant of 珏;jué;⿰王王;王;pictographic;;;;
廴;;889;889;to walk, to go/ a place;yǐn;？;廴;pictographic;;;;
饣;;894;894;food/ to eat;shí;⿱？乚;饣;;;;;
卬;;910;910;lofty/ high/ to raise/ high-priced, expensive;áng;⿰匕卩;卩;ideographic;;;;
丨;;925;925;number one/ line;shù;？;丨;;;;;
尃;;943;943;to announce, to state;fū;⿱甫寸;寸;pictophonetic;甫;;;
並;;957;957;to combine, to annex/ also, what's more;bìng;⿱丷亚;一;ideographic;;;;
內;;992;992;inside;nèi;⿻冂入;入;ideographic;;;;
畐;;998;998;to fill/ a roll of cloth;fú;⿳一口田;田;;;;;
厃;;1042;1042;to look upward;wěi;⿱⺈厂;厂;;;;;
冊;;1057;1057;book, volume, register, list;cè;⿻冂卄;冂;ideographic;;;;
镸;;1069;1069;long/ lasting/ to excel in;cháng;⿱？厶;镸;;;;;
虍;;1084;1084;tiger;hū;⿸？七;虍;;;;;
異;;1088;1088;different, strange, unusual/ foreign/ surprising;yì;⿱田共;田;pictographic;;;;
冏;;1112;1112;bright, brilliant/ clear/ hot;jiǒng;⿵冂⿱八口;冂;ideographic;;;;
犾;;1154;1154;;yín;⿰犭犬;犭;;;;;
喿;;1173;1173;the sound of birds chirping;zào;⿱品木;口;ideographic;;;;
旡;;1221;1221;to choke on something;jì;？;旡;;;;;
癶;;1230;1230;legs;bō;⿰？？;癶;pictographic;;;;
尗;;1235;1235;younger brother/ father's younger brother;shū;⿱上小;小;ideographic;;;;
冎;;1250;1250;bone;guǎ;⿱？冂;冂;pictographic;;;;
昷;;1310;1310;warm, a warm meal;wēn;⿱日皿;日;ideographic;;;;
朿;;1312;1312;thorn, sting, prickle/ to stab/ to assassinate;cì;⿻木冂;木;;;;;
乑;;1331;1331;to stand side by side;yín;⿱丿？;丿;;;;;
昜;;1342;1342;bright, glorious/ to expand, to open up;yáng;⿱旦勿;日;ideographic;;;;
冡;;1346;1346;;méng;⿱⿱冖一豕;冖;;;;;
夅;;1410;1410;to descend, to fall/ to drop, to lower;jiàng;⿱夂？;夂;;;;;
厷;;1472;1472;forearm, upper arm/ round;gōng;⿸？厶;厶;pictographic;;;;
⺗;;1480;1480;heart/ mind/ soul;;？;⺗;;;;;
䍃;;1488;1488;vase, pitcher, earthenware;yóu;⿱爫缶;缶;pictographic;;;;
囪;;1492;1492;chimney;cōng;⿴囗？;囗;ideographic;;;;
倝;;1516;1516;sunrise, dawn;gàn;⿰龺人;人;pictophonetic;人;龺;;
㐌;;1529;1529;a tribe of savages in South China;yí;⿱亻也;亻;pictophonetic;也;亻;;
氿;;1540;1540;spring;guǐ;⿰氵九;氵;pictophonetic;九;氵;;
臽;;1572;1572;pit, hole;xiàn;⿱⺈臼;臼;ideographic;;;;
兟;;1588;1588;to advance;shēn;⿰先先;儿;ideographic;;;;
氾;;1596;1596;to flood, to inundate, to overflow;fàn;⿰氵㔾;氵;pictophonetic;㔾;氵;;
匋;;1601;1601;pottery;táo;⿹勹缶;勹;pictophonetic;勹;缶;;
㐱;;1607;1607;bushy, black hair/ variant of 鬒;zhěn;⿱人彡;彡;pictophonetic;人;彡;;
毌;;1644;1644;old form of 貫;guàn;⿻？十;毋;;;;;
卂;;1694;1694;to fly rapidly;xùn;⿹乙十;十;;;;;
叒;;1744;1744;obedient/ united;ruò;⿱又⿰又又;又;ideographic;;;;
夗;;1826;1826;to turn over when asleep;yuàn;⿰夕㔾;夕;ideographic;;;;
豸;;1861;1861;badger/ legendary beast;zhì;⿱爫犭;豸;;;;;
皃;;1862;1862;countenance, appearance;mào;⿱白儿;白;;;;;
屚;;1864;1864;;lòu;⿸尸雨;尸;;;;;
咠;;1876;1876;to whisper, to slander, to blame;qì;⿱口耳;口;ideographic;;;;
夆;;1922;1922;to resist/ to headbutt;féng;⿱夂丰;夂;pictophonetic;丰;夂;;
嵒;;1996;1996;cliff, rocks, mountain;yán;⿱品山;山;pictophonetic;品;山;;
亶;;2021;2021;real, sincere, true/ truth;dǎn;⿱亠⿱回旦;亠;pictophonetic;旦;;;
犮;;2033;2033;to pull up;bá;⿻犬？;犬;;;;;
夋;;2035;2035;to dawdle/ the emperor Yao's father;qūn;⿳厶八夂;夂;;;;;
妟;;2058;2058;banquet, feast/ to entertain;yàn;⿱日女;女;ideographic;;;;
㢆;;2078;2078;store, shop, living space;chán;⿸广里;广;ideographic;;;;
枼;;2123;2123;table/ flat pieces of wood/ a slip, a leaf;yè;⿱世木;木;pictophonetic;世;木;;
夌;;2139;2139;to dawdle/ the name of the father of the Emperor Yao;líng;⿱⿱土八夂;夊;;;;;
巿;;2213;2213;to revolve, to turn, to make a circuit;fú;⿻一巾;巾;ideographic;;;;
䧹;;2218;2218;eagle, falcon, hawk;yīng;⿸广倠;隹;pictophonetic;广;隹;;
厽;;2235;2235;;lěi;⿱厶⿰厶厶;厶;;;;;
啇;;2249;2249;stalk, stem, root, foot, base;dì;⿱⿱亠丷⿵冂古;口;;;;;
叀;;2274;2274;spindle/ to hang;zhuān;⿱？厶;厶;;;;;
桼;;2282;2282;the varnish tree/ varnish, lacquer/ paint;qī;⿱木⿱人氺;木;ideographic;;;;
囷;;2288;2288;a round bin for storing grain;qūn;⿴囗禾;囗;ideographic;;;;
翏;;2298;2298;the sound of the wind/ to soar;liù;⿱羽⿱人彡;羽;ideographic;;;;
㣎;;2312;2312;fine, delicate;mù;⿳白小彡;白;ideographic;;;;
畺;;2316;2316;boundary, border;jiāng;⿳⿳一田一田一;田;ideographic;;;;
㓞;;2418;2418;to engrave/ a written contract or agreement;qià;⿰丰刀;刀;pictophonetic;;刀;;
啚;;2425;2425;mean, low;bǐ;⿱口㐭;口;;;;;
疌;;2439;2439;nimble, quick;jié;⿱彐疋;疋;pictophonetic;彐;疋;;
勻;;2473;2473;equal/ even, uniform;yún;⿹勹二;勹;ideographic;;;;
冘;;2503;2503;to move on/ doubtful;yín;⿸巾乚;冖;pictophonetic;乚;巾;;
厓;;2528;2528;precipice/ river bank, shore/ surname;yá;⿸厂⿱土土;厂;ideographic;;;;
兌;;2545;2545;cash, check/ to exchange;duì;⿳八口儿;儿;ideographic;;;;
陏;;2552;2552;to accompany, to follow/ to listen to/ to submit to;duò;⿰阝有;阝;;;;;
⺳;;2587;2587;net, network;;⿱冖八;⺳;;;;;
奧;;2624;2624;mysterious, obscure, profound/ used in transliterations;ào;⿱⿵？釆大;大;ideographic;;;;
屰;;2655;2655;disobedient;nì;⿱？屮;屮;;;;;
烝;;2669;2669;to rise/ steam/ many, numerous;zhēng;⿱丞灬;灬;ideographic;;;;
㒸;;2695;2695;to obey, to follow/ year, season, harvest;suì;⿱丷豕;豕;;;;;
圼;;2705;2705;slime, black mud;niè;⿱日土;土;pictophonetic;日;土;;
巸;;2732;2732;;yí;⿰？巳;巳;;;;;
汒;;2741;2741;;máng;⿰氵亡;氵;pictophonetic;亡;氵;;
甹;;2760;2760;chivalrous knight;pīng;⿱由丂;田;;;;;
復;;2822;2822;again, repeatedly/ copy, duplicate/ to restore, to return;fù;⿰彳复;彳;ideographic;;;;
怱;;2852;2852;hastily, hurriedly, in a rush;cōng;⿱匆心;心;;;;;
咢;;2872;2872;onomatopoetic, a drumming sound;è;⿱⿰口口亏;口;;;;;
耤;;2889;2889;to plow/ to rely on;jí;⿰耒昔;耒;pictophonetic;昔;耒;;
遀;;2944;2944;to walk;suí;⿺辶？;辶;;;;;
尞;;2984;2984;fuel used for sacrifices;liào;⿱？小;小;;;;;
棥;;2987;2987;railing, fence, enclosed place;fán;⿲木爻木;木;ideographic;;;;
彔;;3007;3007;to carve wood;lù;⿱彑氺;彑;;;;;
匊;;3049;3049;handful;jū;⿹勹米;勹;ideographic;;;;
旉;;3054;3054;to announce, to state;fū;⿱甫方;方;pictophonetic;甫;方;;
豖;;3087;3087;a shackled pig;chù;⿻豕丶;豕;pictographic;;;;
洰;;3089;3089;ditch, gutter/ canal, channel;jù;⿰氵巨;氵;pictophonetic;巨;氵;;
夃;;3143;3143;;gǔ;⿵乃又;夂;;;;;
欶;;3152;3152;to suck, to drink;shuò;⿰束欠;欠;pictophonetic;束;欠;;
刅;;3169;3169;to create, to make, to invent;chuāng;⿻刀八;刀;pictophonetic;;刀;;
豙;;3304;3304;;yì;⿱立豕;豕;;;;;
坴;;3370;3370;a clod of earth/ land;lù;⿱⿱土八土;土;ideographic;;;;
畾;;3398;3398;fields divided by dikes;léi;⿱田⿰田田;田;ideographic;;;;
㧜;;3455;3455;to grasp, to hold, to pull at;liè;⿰扌匝;扌;ideographic;;;;
爿;;3483;3483;half of a tree trunk;qiáng;⿹丩厂;爿;pictographic;;;;
叕;;3489;3489;to connect;zhuó;⿱⿰又又⿰又又;又;ideographic;;;;
㐆;;3527;3527;old form of 隱;yǐn;⿻尸？;尸;;;;;
泙;;3557;3557;to roar;píng;⿰氵平;氵;pictophonetic;平;氵;;
歨;;3592;3592;Old variant of 步;bù;⿱止止;止;ideographic;;;;
㐭;;3601;3601;granary/ to stockpile, to supply;lǐn;⿱亠回;亠;ideographic;;;;
惢;;3662;3662;;suǒ;⿱心⿰心心;心;;;;;
彊;;3690;3690;stubborn, uncompromising;jiàng;⿰弓畺;弓;pictophonetic;畺;弓;;
倠;;3794;3794;;suī;⿰亻隹;亻;pictophonetic;隹;亻;;
吳;;3814;3814;one of several warring states/ surname;wú;⿱口⿻？大;口;;;;;
劦;;3849;3849;to cooperate, to work together/ joint labor;xié;⿱力⿰力力;力;ideographic;;;;
匽;;3919;3919;to hide, to repress/ to bend;yǎn;⿷匸妟;匸;pictophonetic;妟;匸;;
㳄;;3928;3928;saliva, spittle;xián;⿰氵欠;氵;pictophonetic;欠;氵;;
羨;;3929;3929;to covet, to envy/ to admire, to praise;xiàn;⿱羊㳄;羊;pictophonetic;㳄;羊;;
捲;;3930;3930;curl, roll up/ curly, rolled up;juǎn;⿰扌卷;扌;pictophonetic;卷;扌;;
⺊;;;;;;⿰丨？;⺊;ideographic;;;;
⺮;;;;bamboo/ flute;zhú;？;⺮;pictographic;;;;
⺼;;;;meat, flesh/ organic compound;;？;⺼;pictographic;;;;
㒼;;;;average/ equivalent;mán;⿱廿⿻巾⿰入入;巾;ideographic;;;;
㕡;;;;gully, pool/ a ditch carved by a torrential rain;hé;⿰⿱？谷又;谷;ideographic;;;;
㡭;;;;to continue/ to carry on/ to succeed, to inherit;jì;⿺⿳⿰纟纟一⿰纟纟？;纟;ideographic;;;;
㢟;;;;to walk slowly/ to stroll/ to ramble;chān;⿺廴止;廴;ideographic;;;;
㥯;;;;careful, prudent/ compassionate/ grieved/ worried;yǐn;⿱⿳爫工彐心;心;pictophonetic;彐;心;;
㬎;;;;motes in a sunbeam/ illustrious, bright;xiǎn;⿳日⿰幺幺灬;日;ideographic;;;;
㲋;;;;rabbit, hare;chuò;⿳⺈口比;比;pictographic;;;;
㼌;;;;melon patch/ weary, feeble;yǔ;⿰瓜瓜;瓜;ideographic;;;;
㿽;;;;small bowl, small basin;xī;⿱兮皿;皿;pictophonetic;兮;皿;;
䕭;;;;a kind of grass/ a vegetable/ nettle, Urtica;qián;⿱艹燅;艹;pictophonetic;燅;艹;;
䙴;;;;to fly, to move, to change;qiān;⿳覀大㔾;覀;pictophonetic;㔾;;;
䜌;;;;chaos, distraction/ to manage, to tie together;luán;⿲糹言糹;糹;ideographic;;;;
䠀;;;;to meditate/ to sit cross-legged;tāng;⿰足尚;足;pictophonetic;尚;足;;
䰾;;;;shark/ bonito;bā;⿰魚巴;魚;pictophonetic;巴;魚;;
䴉;;;;spoonbill, ibis/ Threskiornidae;huán;⿰睘鳥;鳥;pictophonetic;睘;鳥;;
丄;;;;above;shàng;⿱丨一;一;ideographic;;;;
丌;;;;table;jī;⿱一？;一;pictographic;;;;
丏;;;;parapet/ invisible, hidden;miǎn;⿱一？;一;;;;;
丟;;;;to lose/ to discard;diū;⿱王厶;一;;;;;
丱;;;;a child's hair bound in two tufts/ ore;guàn;⿰丩？;丨;pictographic;;;;
丵;;;;thick (grass);zhuó;⿱业⿱丷干;丨;;;;;
丷;;;;kwukyel;ha;⿰丶？;丷;;;;;
乶;;;;Pholha, a place in Korea;fǔ;⿱甫乙;乙;pictophonetic;甫;乙;;
乹;;;;to clean/ to dry up;gān;⿰龺乚;乚;ideographic;;;;
乿;;;;to heal, to cure;zhì;⿰⿱爫糸乚;乚;;;;;
亂;;;;anarchy, chaos/ revolt;luàn;⿰⿳爫？⿵冂⿱厶又乚;乚;ideographic;;;;
亅;;;;hook;jué;？;亅;;;;;
亍;;;;to take small steps/ Korean place name;chù;⿱一丁;二;;;;;
亙;;;;through/ to extend across/ to, from;gèn;⿻二？;二;ideographic;;;;
亞;;;;Asia/ second;yà;⿻二？;二;pictographic;;;;
亹;;;;busy/ resolute/ to exert/ to make progress;mén;⿱亠舋;亠;;;;;
亾;;;;death, destruction/ to lose, to perish;wáng;⿺？人;人;ideographic;;;;
仌;;;;frozen/ ice-cold;bīng;⿱人人;人;ideographic;;;;
伄;;;;seldom, irregularly;diào;⿰亻弔;亻;pictophonetic;弔;亻;;
伕;;;;manual laborer;fū;⿰亻夫;亻;ideographic;;;;
伾;;;;mighty;pī;⿰亻丕;亻;ideographic;;;;
佇;;;;to wait/ to look towards/ to turn one's back on;zhù;⿰亻宁;亻;ideographic;;;;
佈;;;;to spread, to publicize, to announce;bù;⿰亻布;亻;ideographic;;;;
佉;;;;the name of a divine being/ surname;qū;⿰亻去;亻;pictophonetic;去;亻;;
佔;;;;to possess, to usurp, to take by force;zhàn;⿰亻占;亻;pictophonetic;占;亻;;
併;;;;to combine, to annex/ also, what's more;bìng;⿰亻并;亻;ideographic;;;;
佽;;;;to help, to aid;cì;⿰亻次;亻;pictophonetic;次;亻;;
來;;;;to arrive, to come, to return/ in the future, later on;lái;⿻木从;人;ideographic;;;;
侌;;;;;yīn;⿱今云;人;pictophonetic;今;;;
侖;;;;logical reasons, logical order;lún;⿱亼冊;人;ideographic;;;;
侶;;;;companion/ associate with;lǚ;⿰亻呂;亻;pictophonetic;呂;亻;;
侷;;;;narrow, cramped, confined;jú;⿰亻局;亻;pictophonetic;局;亻;;
係;;;;system/ line, link, connection;xì;⿰亻系;亻;ideographic;;;;
俉;;;;scary/ to frighten;wǔ;⿰亻吾;亻;pictophonetic;吾;亻;;
俛;;;;to make an effort, to endeavor/ to bear down;fǔ;⿰亻免;亻;;;;;
俠;;;;chivalrous person/ knight-errant;xiá;⿰亻夾;亻;ideographic;;;;
倀;;;;the ghost of one devoured by a tiger;chāng;⿰亻長;亻;pictophonetic;長;亻;;
